iteration,log_likelihood,beta,spectral_radius,projected,elapsed_seconds,mu_min,mu_max,alpha_sum
1,-1104324.2448239196,0.3,0.5447568790265529,False,3.8574793338775635,0.019735497971796405,0.08380644003334912,7.873780042602652
2,-772045.351941311,0.3,0.550849203843047,False,4.083016872406006,0.02110812909222453,0.08172691404547379,7.937184871501529
3,-770961.7989364627,0.3,0.5587375116674441,False,4.107944965362549,0.022173332841837146,0.07956971309609528,8.01099151161106
4,-770108.2553664837,0.3,0.5675063664351467,False,4.073786973953247,0.022990405757032116,0.07736521821418696,8.087859572275267
5,-769441.1422565876,0.3,0.5764400334463045,False,3.851930856704712,0.023610418675338942,0.07514927599908387,8.163455209052064
6,-768920.6074481277,0.3,0.5850421037998448,False,4.166103363037109,0.024076059369920116,0.07295983042683107,8.23548784665725
7,-768511.8297059694,0.3,0.5930168427784107,False,4.599981307983398,0.02442237858855462,0.07083293298707877,8.302945246812632
8,-768186.3528495444,0.3,0.6002234734095265,False,4.3157665729522705,0.02467775323589151,0.06879921189437731,8.365553061812715
9,-767922.1632869615,0.3,0.6066255991114343,False,4.139169454574585,0.02486483959066151,0.06688159491708494,8.423429249020744
10,-767702.8804580433,0.3,0.6122493723814995,False,4.39945912361145,0.02500145896989023,0.06509456028873113,8.47687807362352
11,-767516.6539945079,0.3,0.6171539728028019,False,4.548764944076538,0.025101406856638312,0.06344470693212458,8.526272123657591
12,-767355.1314626086,0.3,0.6214127440168391,False,4.1999547481536865,0.025175183432680184,0.06193216702826224,8.5719857389783
13,-767212.6256559403,0.3,0.6251019935931325,False,4.102646112442017,0.0252306415929117,0.060552351493686554,8.614357857486471
14,-767085.4723352145,0.3,0.6282948158080957,False,4.3673834800720215,0.02527354845268682,0.05929763788081341,8.653672784318431
15,-766971.5127369704,0.3,0.6310580451637224,False,4.018933296203613,0.02530805928920141,0.058158776920169304,8.69015371458032
16,-766869.6344291235,0.3,0.6334510931498363,False,4.45069432258606,0.025337107111980752,0.05756308813100843,8.723966690408044
17,-766779.3393786422,0.3,0.6355258679443083,False,4.255646705627441,0.025362714923274157,0.05747721507848797,8.755232899575766
18,-766700.3547085113,0.3,0.6373272658402327,False,4.231207370758057,0.025386240291012097,0.05738770529735085,8.784046074505689
19,-766632.3306887348,0.3,0.6388939127275874,False,4.058011293411255,0.02540856294387881,0.05729692290076837,8.810490745408579
20,-766574.6650982217,0.3,0.6402589646144721,False,4.078840732574463,0.025430225972384243,0.05720674957752929,8.834657321776893
21,-766526.4602210175,0.3,0.6414508673141701,False,4.449023485183716,0.025451540294023824,0.05711863921978518,8.856651494779426
22,-766486.5820894729,0.3,0.64249403460873,False,4.20146632194519,0.025472660704193708,0.05703367524752393,8.87659749277116
23,-766453.7720849729,0.3,0.6434094370270034,False,4.326292991638184,0.025493640380631052,0.05695262746113557,8.89463636129905
24,-766426.7639103543,0.3,0.6442151073747113,False,5.2833263874053955,0.025514469323946527,0.05687600597641773,8.910921199021976
25,-766404.375907744,0.3,0.6449265725035308,False,5.879316806793213,0.02553510099800575,0.05680411057571654,8.9256112268551
26,-766385.5678389972,0.3,0.6455572198948794,False,5.859958171844482,0.025555470417440208,0.056737074518662015,8.93886605495099
27,-766369.4649063799,0.3,0.6461186060578076,False,5.901892900466919,0.025575506113797636,0.05667490243558196,8.950840898780662
28,-766355.358131062,0.3,0.6466207128244614,False,5.799377918243408,0.025595137775626997,0.05661750235891329,8.961682997942287
29,-766342.6909925739,0.3,0.6470721574711887,False,5.903752326965332,0.02561430087238227,0.056564712241548826,8.971529179653956
30,-766331.0401559108,0.3,0.6474803628930337,False,5.877752780914307,0.025632939207936307,0.05651632148767888,8.980504363955827
31,-766320.0952641804,0.3,0.6478516945009375,False,5.8335630893707275,0.025651006080068848,0.056472088107407996,8.98872077717277
32,-766309.6402910815,0.3,0.6481915708733441,False,5.871167182922363,0.02566846452507898,0.05643175212653693,8.996277672462824
33,-766299.5372152108,0.3,0.6485045553218322,False,5.996636390686035,0.025685286983599995,0.05639504585914849,9.003261412886433
34,-766289.7117944431,0.3,0.648794435296727,False,6.253910541534424,0.025701454620698595,0.05636170160046777,9.00974582923165
35,-766280.1408204274,0.3,0.6490642958613342,False,5.953045606613159,0.025716956459692884,0.05633145723372067,9.015792808705582
36,-766270.8402358517,0.3,0.6493165922544979,False,5.785165071487427,0.02573178843682659,0.0563040601765239,9.021453096030262
37,-766261.8537372235,0.3,0.6495532248903892,False,5.758431434631348,0.02574595244703093,0.05627927002555403,9.026767295187549
38,-766253.2418201071,0.3,0.6497756181824027,False,5.767561674118042,0.025609956724744025,0.05625686019644201,9.031767051543348
39,-766245.0715383762,0.3,0.649984802601719,False,5.712583065032959,0.025430265298088377,0.056236618800796306,9.036476376440298
40,-766237.4074545755,0.3,0.6501814977116309,False,5.7349395751953125,0.025248562814572408,0.0562183489546804,9.04091305685543
41,-766230.3043072307,0.3,0.6503661928349732,False,5.901692628860474,0.025066462482547985,0.056201868672623126,9.04509007816883
